p,df,pattern,eps,min_var,max_var,q95_profile,q95_chi,q95_gap_chi_minus_profile,profile_tail_at_chi_q95,chi_tail_at_profile_q95,tail_gap_at_chi_q95,trace,trace_over_df,lambda_min,lambda_max,lambda_sd,imag_max
4,5,half,0.7,0.30000000000000004,1.7,3.8742829697407366,11.070497693516351,7.196214723775615,0.00027880147018947233,0.5676545480193149,-0.04972119852981053,1.4686275402586275,0.2937255080517255,0.11715688514207831,0.7736295267876075,0.255467229666064,0.0
4,5,spike_lo,0.7,0.30000000000000004,1.2333333333333334,4.499579586852535,11.070497693516351,6.570918106663816,0.0004066257854044997,0.4799396899232776,-0.049593374214595504,1.7274976976430887,0.3454995395286177,0.08143021612313996,0.682776200062243,0.27871618662957454,1.3321426765503404e-17
6,14,half,0.85,0.15000000000000002,1.85,11.22271406649186,23.68479130484058,12.46207723834872,0.00045661555894152886,0.6684581571160039,-0.04954338444105848,5.170397178887837,0.3693140842062741,0.025954192559389397,1.3179973153035105,0.4666538555384048,2.933683595580897e-17
6,14,alternating,0.85,0.15000000000000002,1.85,11.222714066491857,23.68479130484058,12.462077238348723,0.00045661555894153623,0.668458157116004,-0.04954338444105846,5.170397178887837,0.3693140842062741,0.02595419255938939,1.3179973153035105,0.46665385553840494,0.0
4,5,linear,0.7,0.30000000000000004,1.7,4.6778237840758425,11.070497693516351,6.392673909440509,0.0007729659715689463,0.45644924182601354,-0.04922703402843106,1.7475801341994828,0.3495160268398966,0.018489088763096975,0.8564422700272267,0.31527874020696073,0.0
5,9,alternating,0.7,0.30000000000000004,1.4666666666666668,7.247794117927153,16.91897760462045,9.671183486693298,0.0008230703512469539,0.6113376599656775,-0.049176929648753046,3.2205277042453595,0.3578364115828177,0.2315211667476803,1.3234486539756019,0.3414640776712669,0.0
5,9,spike_lo,0.7,0.30000000000000004,1.175,8.5350676031604,16.91897760462045,8.383910001460052,0.0011411960140687712,0.4812483384735936,-0.04885880398593123,3.5479799441065367,0.3942199937896152,0.032880041374754934,1.0252925867373153,0.454003918973081,0.0
6,14,alternating,0.7,0.30000000000000004,1.7,12.872958891881808,23.68479130484058,10.811832412958772,0.0018653440615635738,0.5365505417473778,-0.04813465593843643,5.954578277169197,0.42532701979779974,0.11715688544644488,1.6432142724059193,0.521534160214255,0.0
6,14,half,0.7,0.30000000000000004,1.7,12.872958891881808,23.68479130484058,10.811832412958772,0.0018653440615635862,0.5365505417473778,-0.04813465593843642,5.954578277169202,0.42532701979780013,0.11715688544644504,1.6432142724059209,0.5215341602142552,7.262911747816862e-19
5,9,linear,0.7,0.30000000000000004,1.7,8.833167586179329,16.91897760462045,8.085810018441123,0.0019658477514943873,0.4528147970013041,-0.048034152248505615,3.6589002868054528,0.406544476311717,0.001806767623400081,1.3982987079059335,0.4764682399167314,0.0
6,14,spike_lo,0.7,0.30000000000000004,1.14,13.691135975386064,23.68479130484058,9.993655329454516,0.002168239521977281,0.4729660517101667,-0.04783176047802272,6.06303589678528,0.43307399262752,0.008958661367457876,1.3755525065759198,0.6079325614183494,1.3241876536432707e-16
6,14,linear,0.7,0.30000000000000004,1.7,13.907023754669382,23.68479130484058,9.777767550171198,0.003042949966545083,0.4566606594963213,-0.04695705003345492,6.282449559469445,0.44874639710496034,0.0025288027813206867,1.9470690578280332,0.5982073388025296,4.436829184765035e-20
4,5,half,0.5,0.5,1.5,6.398259215609075,11.070497693516351,4.6722384779072765,0.006243882409007194,0.26937161252047914,-0.04375611759099281,2.4400000009119642,0.48800000018239287,0.06220332870171842,1.2977966708599786,0.4210048581854923,0.0
4,5,alternating,0.5,0.5,1.5,6.39825921560908,11.070497693516351,4.672238477907271,0.006243882409007207,0.2693716125204789,-0.043756117590992794,2.440000000911965,0.48800000018239303,0.062203328701718553,1.2977966708599777,0.42100485818549205,0.0
5,9,half,0.85,0.43333333333333324,1.85,10.814549239718392,16.91897760462045,6.104428364902059,0.006669381917681577,0.2886352095639807,-0.043330618082318424,4.556765634847512,0.5063072927608346,0.14183878542884754,1.5146693556180284,0.5562776319910845,0.0
