"rep","fit_ok","flip_ok","fmg_ok","fit_error","flip_error","fmg_error","draw_seconds","fit_seconds","flip_seconds","fmg_seconds","total_seconds","flip_setup_seconds","flip_score_seconds","standardization_setup_seconds","flip_standardization_seconds","standardization_available","empirical_eigen_min","empirical_eigen_mean","empirical_eigen_cv","empirical_eigen_ratio","empirical_identity_distance","rls_statistic","flip_rls_abs_difference","p_flip_effective","p_flip_standardized","p_flip_standardized_chisq","p_gof_std_ml","p_gof_sb_ml","p_gof_mv_ml","p_gof_ss_ml","p_gof_peba4_ml","p_gof_all_ml","p_gof_std_rls","p_gof_sb_rls","p_gof_mv_rls","p_gof_ss_rls","p_gof_peba4_rls","p_gof_all_rls","p","n","distribution","truth","df","n_over_df","rho","cell_id"
33,TRUE,TRUE,TRUE,"","","",0,0.000999999999999446,0.00100000000000033,0.00199999999999978,0.00499999999999989,0,0.00100000000000033,0,0,TRUE,1.0146455929767,3.68779502961533,0.563693729531289,6.07472744126308,3.26822982893946,23.059717932399,1.33582034322899e-12,0.295,0.065,0.0773860608502775,0.000193277819565564,0.252144075922339,0.259929478228746,0.266868544852461,0.251596221427312,0.252798587313697,0.000328806701587534,0.280590693408439,0.285539607630399,0.29330071584829,0.279280640014063,0.278075898086841,5,400,"pl","power",5,80,0.25,15
34,TRUE,TRUE,TRUE,"","","",0,0,0.00199999999999978,0.00100000000000033,0.00499999999999989,0.00100000000000033,0.000999999999999446,0,0,TRUE,0.90056780061605,2.65542979606858,0.804788826316416,6.78720465105476,2.52864962923255,31.6784868564393,5.4100723900774e-11,0.035,0.05,0.0704137618408734,9.91888474139209e-06,0.0391907691040604,0.0652423440523559,0.0637822079674644,0.0449603276591377,0.0629225997127533,6.87884071018957e-06,0.0347701339503587,0.0598070455710892,0.0580313426615682,0.0404048368823992,0.0581059002678501,5,400,"pl","power",5,80,0.25,15
35,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.00199999999999978,0.00300000000000011,0.00600000000000023,0,0.00199999999999978,0,0,TRUE,1.20372474130366,3.74755557007599,0.586364343156012,5.69742636301548,3.3781697563362,24.6748018694836,3.01234592825494e-11,0.255,0.23,0.271459774448893,0.000101718454131811,0.229547369054148,0.239986426857224,0.246671770268216,0.229466912758175,0.230761760101231,0.000160990282459925,0.251630674818548,0.259886053462267,0.267322680348428,0.250912160663391,0.250297969963009,5,400,"pl","power",5,80,0.25,15
36,TRUE,TRUE,TRUE,"","","",0,0,0.00100000000000033,0.00199999999999978,0.00499999999999989,0,0.00100000000000033,0,0,TRUE,0.815879421197967,4.20956902993531,1.00232847500267,13.6802595043612,4.95417056964592,72.2927439148494,1.83462134373258e-11,0.025,0.17,0.225351356559997,9.40364063847055e-13,0.00787584017822401,0.0275347530945662,0.0236618661847692,0.0124847250670869,0.0291538158565383,3.41338692627267e-14,0.00392763231386322,0.0179079397811997,0.0143273351252048,0.00711139425305549,0.0201722952860977,5,400,"pl","power",5,80,0.25,15
37,TRUE,TRUE,TRUE,"","","",0,0,0.00199999999999978,0.00199999999999978,0.00499999999999989,0,0.00100000000000033,0,0,TRUE,0.861375169777651,3.02175724202965,0.970270734850323,9.1304406239975,3.31125935926553,18.6401589667561,5.32907051820075e-14,0.325,0.28,0.26070864995003,0.00166917915406492,0.267794553604375,0.278469894393454,0.299515508393464,0.264838667979477,0.25725257983499,0.00224240017096126,0.288377907452314,0.294117984423986,0.316378727255133,0.284100494798655,0.272606678168378,5,400,"pl","power",5,80,0.25,15
38,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.00199999999999978,0.00100000000000033,0.00400000000000045,0,0.00199999999999978,0,0,TRUE,1.16910086356994,5.80335944184893,0.97292448338047,13.0063373111071,6.96966260990764,28.099119412487,1.4210854715202e-14,0.415,0.63,0.569142709061415,1.66749806949675e-05,0.399609378837763,0.376767909217262,0.403566645776911,0.389398939786594,0.357315790593271,3.48102669381428e-05,0.434004525540589,0.402083711864901,0.429502097533823,0.422159012881845,0.384134353059123,5,400,"pl","power",5,80,0.25,15
39,TRUE,TRUE,TRUE,"","","",0,0,0.00200000000000067,0.00199999999999978,0.00600000000000023,0.00100000000000033,0.00100000000000033,0,0,TRUE,0.678720300826279,8.12138029098661,1.62118772394258,46.4618605616159,13.7620799019317,96.0829692946775,3.25428572978126e-12,0.005,0.655,0.548052571455508,2.9677656539963e-18,0.0447435640016405,0.114315417757357,0.125477130405325,0.0583910695853147,0.105785751084673,3.53284671547692e-19,0.0361659688341855,0.10401245005374,0.112148464904628,0.0493359009404053,0.0968320476165943,5,400,"pl","power",5,80,0.25,15
40,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.00199999999999978,0.00100000000000033,0.00400000000000045,0,0.00100000000000033,0,0.000999999999999446,TRUE,0.991666871949225,3.48991107221291,0.670276243393877,7.20191960934156,3.2522544856049,29.2934442934262,3.73034936274053e-13,0.14,0.18,0.187103073837471,1.30965248557835e-05,0.121300746780012,0.143392602323838,0.146576133171147,0.124634421876359,0.135292941913288,2.03076722462981e-05,0.134117773912477,0.155589175386916,0.159504685556889,0.137104080609377,0.146723076133848,5,400,"pl","power",5,80,0.25,15
41,TRUE,TRUE,TRUE,"","","",0,0,0.00199999999999978,0.000999999999999446,0.00499999999999989,0,0.00100000000000033,0,0,TRUE,0.702015879214493,4.0897757591587,1.06435340843311,16.2171066437335,4.97044967738468,45.8644403557467,9.10915787244448e-12,0.06,0.16,0.190355817987698,6.06052578247776e-08,0.0668524059150166,0.111414756929853,0.115144074571334,0.0756358117755974,0.102427079390852,9.67792282579077e-09,0.0461445748057581,0.0883348938806996,0.0890014137054268,0.0548913864183978,0.0822936613681551,5,400,"pl","power",5,80,0.25,15
42,TRUE,TRUE,TRUE,"","","",0,0,0.00300000000000011,0.00199999999999978,0.00600000000000023,0.000999999999999446,0.00200000000000067,0,0,TRUE,1.01307230275996,3.6149028312598,0.576243322853298,5.80304985078285,3.21076938606537,28.303307673898,2.47197817770939e-11,0.155,0.08,0.0907460059774624,2.70927747459655e-05,0.158558788590357,0.174312817962997,0.178080227347707,0.160656304642814,0.168707186296652,3.17514410896371e-05,0.164099520853867,0.179517554391385,0.183516486547861,0.166039836178283,0.173723494762889,5,400,"pl","power",5,80,0.25,15
43,TRUE,TRUE,TRUE,"","","",0,0,0.00199999999999978,0.00100000000000033,0.00400000000000045,0,0.00100000000000033,0,0,TRUE,1.45179850190946,4.79562848877407,0.748195382081861,7.07030716050169,4.97053075392221,53.78377274322,1.06581410364015e-13,0.06,0.08,0.0863059808535922,3.59746446598635e-10,0.0497358047392984,0.0745081534689043,0.0737044184132687,0.0553751256999811,0.0718425810734109,2.32161234299655e-10,0.0461309487190542,0.070386087504157,0.0693442711209868,0.0517313016696835,0.0681153791857809,5,400,"pl","power",5,80,0.25,15
44,TRUE,TRUE,TRUE,"","","",0,0.000999999999999446,0.00100000000000033,0.00199999999999978,0.00399999999999956,0,0.00100000000000033,0,0,TRUE,0.541167917765916,2.81770036455504,0.859718168172143,12.232221658821,2.82817278585183,19.0045497216128,4.61852778244065e-14,0.245,0.365,0.32354955748646,0.00259833473242495,0.259286442687709,0.270904685702607,0.287143894569609,0.257387974447682,0.254451009914371,0.0019183897619064,0.238511825297659,0.254067878005969,0.269102034579022,0.237771769512247,0.238019455997351,5,400,"pl","power",5,80,0.25,15
45,TRUE,TRUE,TRUE,"","","",0,0.000999999999999446,0.00100000000000033,0.00300000000000011,0.00600000000000023,0,0.00100000000000033,0,0,TRUE,1.63452819686618,4.13124361499111,0.622829966564291,4.73820108680173,3.8860270649063,54.1526832468143,1.87583282240666e-12,0.035,0.04,0.0602447912891614,4.42964784228187e-10,0.0256144762748808,0.0393572512064265,0.037646858067152,0.0289391737349569,0.0399336808267458,1.94972363963377e-10,0.0216221692092355,0.0343186106705758,0.0325439681721748,0.0247609365825806,0.0351701832679683,5,400,"pl","power",5,80,0.25,15
46,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.00100000000000033,0.00199999999999978,0.00400000000000045,0,0.00100000000000033,0,0,TRUE,1.19263311886014,3.16794521884891,0.711662056282675,5.65154030244566,2.96078128020252,12.2028105842071,1.15463194561016e-12,0.56,0.335,0.323576838277215,0.0261840482306954,0.546266877487104,0.509402430634486,0.52445914850295,0.536454320707124,0.503246486688211,0.0321120400288644,0.569831885476601,0.529385502226218,0.543912971222695,0.559688348579764,0.525016445888805,5,400,"pl","power",5,80,0.25,15
47,TRUE,TRUE,TRUE,"","","",0,0,0.00199999999999978,0.000999999999999446,0.00399999999999956,0.000999999999999446,0.00100000000000033,0,0,TRUE,0.985219919362474,6.93196019606286,1.07597247992555,16.8665812781989,8.92707700629403,78.7935707330619,1.18433263196493e-10,0.01,0.045,0.108281058505309,1.08694291856147e-14,0.0547660836681119,0.0990799604151133,0.10121575020802,0.0674963380980044,0.0966210065176745,1.50029449904254e-15,0.0434618909678166,0.0859002280885963,0.0862970428675572,0.055948888071128,0.0842536461923074,5,400,"pl","power",5,80,0.25,15
48,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.00199999999999978,0.00100000000000033,0.00400000000000045,0,0.000999999999999446,0,0,TRUE,0.907389330194475,2.67338984831245,0.616465950821919,5.63684816739176,2.23004454787451,18.6249105885307,3.81383813419234e-11,0.26,0.07,0.0547148229941064,0.00217329788992672,0.218837934502831,0.23120114963655,0.238206306834999,0.219042241633686,0.221171547739649,0.00225706974762173,0.22130083970375,0.233416327204717,0.240519467871836,0.221434484998864,0.223329537804707,5,400,"pl","power",5,80,0.25,15
49,TRUE,TRUE,TRUE,"","","",0,0.000999999999999446,0.00200000000000067,0.00199999999999978,0.00699999999999967,0,0.00100000000000033,0,0,TRUE,0.847732064725762,3.61582897695222,1.00790742016747,11.0094598996567,4.17947412203421,66.272875312071,3.69482222595252e-13,0.01,0.015,0.0366544085423156,2.11922410830835e-12,0.00324848622388165,0.0162285785094692,0.0127119648773117,0.0064709964024547,0.0182857590179143,6.10038870425214e-13,0.00238280627502354,0.0134412508042332,0.0101744107458799,0.00507879753843046,0.0155402010998098,5,400,"pl","power",5,80,0.25,15
50,TRUE,TRUE,TRUE,"","","",0,0,0.00199999999999978,0.000999999999999446,0.00399999999999956,0.000999999999999446,0.00100000000000033,0,0,TRUE,1.18630560877252,4.60539288947399,0.797107052129082,8.59147405125576,4.87645349678619,12.6100456309834,2.48689957516035e-14,0.73,0.335,0.348381030958707,0.0251905619330135,0.732922125254818,0.660462989516094,0.669367301897863,0.719810720537314,0.669048156433954,0.0273203978636775,0.739709382205481,0.666604968250615,0.674901972889811,0.726682537718375,0.67590600603192,5,400,"pl","power",5,80,0.25,15
51,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.00199999999999978,0.00100000000000033,0.00400000000000045,0,0.000999999999999446,0,0,TRUE,0.62826518861503,3.80338601136558,0.986200477210093,16.1454914598244,4.37199958541191,38.3954694400462,6.53699316899292e-13,0.125,0.325,0.297539218350532,5.56864144546698e-07,0.0805224194949326,0.121054108391651,0.125329483337185,0.0876730208197751,0.110417520091507,3.14224820799559e-07,0.0711947403083693,0.111530154133153,0.114655885570479,0.0785283231985394,0.102091999433695,5,400,"pl","power",5,80,0.25,15
52,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.00300000000000011,0.000999999999999446,0.00600000000000023,0.00199999999999978,0.00100000000000033,0,0,TRUE,0.92151509422047,3.52421092219349,0.551879904737129,6.64710626303123,3.06559582456439,12.3565904720796,6.03961325396085e-14,0.675,0.305,0.238528054648881,0.0263727721651348,0.606875348625101,0.577276923695238,0.585328813656947,0.59948613452223,0.576189857161877,0.0302152303354148,0.62151851711658,0.590628214546864,0.598279372337655,0.614038199440582,0.590167069623245,5,400,"pl","power",5,80,0.25,15
53,TRUE,TRUE,TRUE,"","","",0,0,0.00199999999999978,0.000999999999999446,0.00399999999999956,0,0.000999999999999446,0,0.00100000000000033,TRUE,1.11254378124307,3.30931296789071,0.801851606932211,6.86217792566194,3.31151128799794,58.6419181922721,9.48858769334038e-11,0.01,0.045,0.0599278916974284,9.26602288466149e-11,0.00452103068493174,0.0136873555445137,0.0113778751967993,0.00677463717663313,0.0160024731666689,2.3185834180072e-11,0.00310236274742933,0.0104833734475472,0.00843237141938868,0.004916043680593,0.0128025470647655,5,400,"pl","power",5,80,0.25,15
54,TRUE,TRUE,TRUE,"","","",0,0,0.00199999999999978,0.00100000000000033,0.00400000000000045,0.00100000000000033,0.000999999999999446,0,0,TRUE,2.25400798395658,4.17327364407794,0.472775036979556,2.96151851109346,3.63096553250255,9.63734705058439,1.3855583347322e-12,0.815,0.8,0.813170321757968,0.084683622654911,0.802840177818881,0.772691016441665,0.771267558841332,0.79794692999699,0.782082419830699,0.0861876946979394,0.804507061347223,0.774357947941738,0.772842117001991,0.799633687227482,0.783824941489667,5,400,"pl","power",5,80,0.25,15
55,TRUE,TRUE,TRUE,"","","",0,0.000999999999999446,0.00100000000000033,0.00300000000000011,0.00499999999999989,0,0.00100000000000033,0,0,TRUE,1.09907650792389,4.99132159243582,0.788214857107767,9.15412842022603,5.3210153874801,77.6000092872759,2.70006239588838e-13,0.01,0.025,0.0311018274564823,1.40508184332289e-15,0.00702542464790864,0.0185027368647855,0.0159766922763572,0.0105329637942381,0.0202787795360109,2.66478726699824e-15,0.00785615805580755,0.0200456060584939,0.0174660169841929,0.0115708612889622,0.0217952129447575,5,400,"pl","power",5,80,0.25,15
56,TRUE,TRUE,TRUE,"","","",0,0,0.00199999999999978,0.00100000000000033,0.00400000000000045,0.00100000000000033,0.000999999999999446,0,0,TRUE,1.34490425356851,4.49154230101414,0.718415764336981,7.12117035684605,4.52997034871261,27.0454615747495,6.33448848930129e-12,0.32,0.045,0.071393350924349,2.61643532987194e-05,0.267787947195114,0.276262151292455,0.28816820246247,0.266279987565709,0.262045364193283,5.58913302751799e-05,0.302384404962533,0.305491259419985,0.318726723627911,0.299681417899026,0.291126470346777,5,400,"pl","power",5,80,0.25,15
57,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.00100000000000033,0.000999999999999446,0.00300000000000011,0,0.00100000000000033,0,0,TRUE,0.967800798143248,2.60611764281197,0.577286209029175,4.50967125791662,2.09532139943339,2.86553696834626,9.1926466438963e-14,0.945,0.89,0.852245895854338,0.7199233504584,0.953917545251336,0.925299122843087,0.908716958265314,0.951135726660094,0.940666582648288,0.720706743562787,0.954090639127036,0.925523487869961,0.908920832241318,0.951317412817336,0.940878290521435,5,400,"pl","power",5,80,0.25,15
58,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.000999999999999446,0.00199999999999978,0.00399999999999956,0,0.000999999999999446,0,0,TRUE,1.00732051790843,3.49886884495718,0.838874712719042,7.92181673513651,3.6243970906456,18.5469484975775,1.62359015121183e-12,0.395,0.045,0.0754013623448486,0.00114368737975339,0.327183059203254,0.325067363123028,0.343805226449194,0.321388839409512,0.30811461055877,0.00233355615408727,0.378666501693732,0.365641690962515,0.385966771127951,0.370313412246008,0.349219712425032,5,400,"pl","power",5,80,0.25,15
59,TRUE,TRUE,TRUE,"","","",0,0.000999999999999446,0.00200000000000067,0.000999999999999446,0.00399999999999956,0,0.00100000000000033,0.00100000000000033,0,TRUE,1.81093435501432,4.06615261135434,0.624507377508624,4.34629422397155,3.81574361102536,6.80742606589517,1.66977542903624e-13,0.95,0.94,0.884681893328241,0.24935062613368,0.897257832472619,0.851679906202043,0.840750385374983,0.892106257198832,0.872254723049922,0.235360744371569,0.89196285389841,0.845746690423457,0.835483394400273,0.886628900712446,0.866145249276518,5,400,"pl","power",5,80,0.25,15
60,TRUE,TRUE,TRUE,"","","",0,0.000999999999999446,0.00100000000000033,0.00199999999999978,0.00399999999999956,0,0.00100000000000033,0,0,TRUE,1.12379787786049,4.44260192143342,0.647900753517999,7.45024589980638,4.29877850768629,50.1589577282693,2.44568809648626e-11,0.055,0.03,0.0563183559799788,3.86707814487168e-10,0.0357478696742793,0.0530263900177326,0.0515139131292976,0.0401543044670425,0.0526946277578981,1.28578807044514e-09,0.0447863146178556,0.0635046591515847,0.0623666255367477,0.049383289730768,0.062470078482046,5,400,"pl","power",5,80,0.25,15
61,TRUE,TRUE,TRUE,"","","",0,0,0.00199999999999978,0.00199999999999978,0.00499999999999989,0.00100000000000033,0.000999999999999446,0,0,TRUE,1.20914769621715,4.24756175579247,0.627055075801961,5.9041637191083,4.02763603914652,38.0610984863039,9.81970060820458e-12,0.12,0.03,0.0448315366016629,3.35849795174986e-07,0.10723984768245,0.127538047432647,0.129491180378111,0.110721355964418,0.124256227305695,3.66809051885332e-07,0.109023437823419,0.129288090633736,0.131333576557763,0.112466840721623,0.12592713645829,5,400,"pl","power",5,80,0.25,15
62,TRUE,TRUE,TRUE,"","","",0,0.000999999999999446,0.00200000000000067,0.000999999999999446,0.00600000000000023,0,0.00100000000000033,0.00100000000000033,0,TRUE,1.78044770313988,5.01375101248628,0.814968262042161,6.56043776899174,5.42833560708825,22.5346942765707,1.51239021306537e-11,0.525,0.75,0.673849100526498,0.000577431717680753,0.499776564315147,0.462978019126588,0.482977204359707,0.488855056895037,0.451470912908472,0.000414188497185892,0.479254677342412,0.446567143397831,0.466680643144844,0.468877102615455,0.433696676696257,5,400,"pl","power",5,80,0.25,15
63,TRUE,TRUE,TRUE,"","","",0,0,0.00200000000000067,0.000999999999999446,0.00399999999999956,0.00100000000000033,0.00100000000000033,0,0,TRUE,1.19036534257432,3.95896387564018,0.828872686114702,7.9402557596274,4.16772604344356,24.1327924734752,7.19424519957101e-12,0.31,0.105,0.114573706215449,7.59067509029456e-05,0.245614865708608,0.259390950248876,0.273888410378074,0.244573387199433,0.240142481514039,0.000204719624695505,0.295248771113206,0.299668447035533,0.316666518820306,0.291983761532829,0.279943968957686,5,400,"pl","power",5,80,0.25,15
64,TRUE,TRUE,TRUE,"","","",0,0.000999999999999446,0.00100000000000033,0.00199999999999978,0.00399999999999956,0,0.00100000000000033,0,0,TRUE,0.806984487942207,4.37372843319414,1.07143333910311,15.335056067653,5.38053049680355,60.6134903465562,4.7066350816749e-11,0.015,0.005,0.00762992011804657,9.48638120664897e-13,0.0101696250647364,0.0357574667269467,0.0315582448770855,0.0151372112802698,0.0365627169411822,9.07680358599629e-12,0.0158962538639991,0.0466237923215025,0.0429803966938866,0.0219485182529947,0.0460338460460906,5,400,"pl","power",5,80,0.25,15
65,TRUE,TRUE,TRUE,"","","",0,0.00100000000000033,0.000999999999999446,0.00300000000000011,0.00600000000000023,0,0.000999999999999446,0,0,TRUE,1.34001405503903,3.74825915259751,0.812883734518977,6.15964968297679,3.87037500574509,28.5290528639078,1.19975140933093e-11,0.225,0.085,0.0982064003974451,1.05900072591532e-05,0.144017559306854,0.171869247506507,0.179080522679199,0.148141943366421,0.161028830948886,2.86792839530904e-05,0.177201828835103,0.201238703311098,0.210888022523907,0.17961788147734,0.188444613910326,5,400,"pl","power",5,80,0.25,15
